latitude,longitude,Category,Gravity,CrimeHead,IncidentFromDate,TimeBucket,TotalVictims,TotalAccused
12.439990874978738,77.25797443979523,FIR,Non-Heinous,PUBLIC JUSTICE,2016-02-04 18:56:00,EVENING,0,2
13.47226225243176,76.15299491256695,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-02-06 15:35:00,DAY,1,2
15.35342561258109,75.49846670918858,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-02-07 16:26:00,DAY,0,1
14.023013544591665,76.10906460483456,Zero FIR,Non-Heinous,BURGLARY - NIGHT,2016-02-07 07:05:00,MORNING,1,3
15.109850471320115,77.87412340621984,FIR,Non-Heinous,DACOITY,2015-05-16 22:15:00,NIGHT,0,5
14.326810294750619,76.66913452787603,FIR,Non-Heinous,DACOITY,2015-05-16 13:57:00,DAY,0,2
13.054909992805973,78.0745333674798,FIR,Non-Heinous,DACOITY,2015-08-13 03:09:00,NIGHT,0,7
14.722201888951163,76.55096783032323,FIR,Non-Heinous,DACOITY,2015-08-13 01:24:00,NIGHT,0,7
15.245621936483431,76.33805723248078,FIR,Non-Heinous,DACOITY,2015-07-12 11:52:00,MORNING,0,2
15.66629745049051,75.64567915514853,FIR,Non-Heinous,DACOITY,2015-07-12 18:46:00,EVENING,0,4
15.895576289510569,76.77936223373986,UDR,Non-Heinous,DACOITY,2015-07-22 14:27:00,DAY,0,5
13.76352270856759,76.86397998328682,FIR,Non-Heinous,DACOITY,2015-07-22 09:20:00,MORNING,0,2
15.536472668620336,77.23797016777887,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-02-10 10:51:00,MORNING,1,1
16.24994847581131,74.7087789279863,PAR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-02-11 07:46:00,MORNING,0,1
17.21241470643049,77.09651084433683,FIR,Non-Heinous,DACOITY,2015-11-11 09:13:00,MORNING,0,4
15.288157303243924,75.70091469970373,FIR,Non-Heinous,DACOITY,2015-01-21 10:58:00,MORNING,0,4
15.811817102126794,74.39789421091692,PAR,Non-Heinous,DACOITY,2015-01-21 18:23:00,EVENING,0,3
13.557592810242,75.0097789367184,Zero FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-02-11 03:42:00,NIGHT,0,2
14.376083309632532,76.50511394439108,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-02-11 18:05:00,EVENING,0,1
14.102067315277976,74.91965821047755,FIR,Non-Heinous,MOTOR VEHICLE ACCIDENTS FATAL,2016-02-12 20:21:00,EVENING,0,6
12.562119685371531,77.43909324911397,FIR,Heinous,WRONGFUL RESTRAINT/CONFINEMENT,2016-02-14 23:19:00,NIGHT,1,2
16.216919794850966,75.00916681273951,FIR,Heinous,DEFAMATION,2016-02-15 11:32:00,MORNING,2,1
16.056468572030262,76.06637834393415,UDR,Non-Heinous,UNNATURAL SEX ,2016-02-19 22:27:00,NIGHT,0,7
17.105192674535395,76.93028845660292,FIR,Heinous,DEFAMATION,2016-02-27 05:29:00,MORNING,1,1
14.668698452800928,76.87469781209526,FIR,Non-Heinous,PUBLIC NUISANCE,2016-02-28 15:10:00,DAY,1,5
13.33328089150258,76.77714378652297,FIR,Non-Heinous,PUBLIC NUISANCE,2016-03-01 21:51:00,EVENING,0,6
13.13135894288683,75.53801003672736,FIR,Non-Heinous,AFFRAY,2016-03-02 16:13:00,DAY,1,0
14.098954542601446,78.03183395331324,PAR,Non-Heinous,PUBLIC NUISANCE,2016-03-05 16:48:00,DAY,0,5
16.53962033209483,76.45032359925546,FIR,Non-Heinous,PUBLIC JUSTICE,2016-03-08 11:06:00,MORNING,0,6
17.82554174195187,77.02894397573549,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-03-13 19:22:00,EVENING,0,5
15.144175822907732,76.49395024962192,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-03-14 05:54:00,MORNING,0,5
14.367228772093512,74.79438400626147,FIR,Heinous,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",2016-03-15 22:30:00,NIGHT,0,1
13.140313576572431,77.31855700326732,PAR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-03-19 20:54:00,EVENING,7,1
14.908390457633033,77.93532980358323,FIR,Heinous,DEFAMATION,2016-03-20 08:37:00,MORNING,1,1
14.439159113990026,76.70749118791682,PAR,Heinous,DEFAMATION,2016-03-21 02:53:00,NIGHT,2,1
17.0347836724808,76.60816189202626,FIR,Non-Heinous,PUBLIC JUSTICE,2016-03-22 12:22:00,DAY,0,2
13.45708113778769,76.99366659177151,PAR,Non-Heinous,AFFRAY,2016-03-30 16:40:00,DAY,2,0
17.373083088937555,76.53670097209763,Zero FIR,Non-Heinous,DACOITY,2016-01-20 22:09:00,NIGHT,0,4
14.857422822676767,76.77897168025635,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-04-01 10:34:00,MORNING,0,1
16.648488860120818,76.13057109117007,FIR,Non-Heinous,IMPERSONATION ,2016-04-02 16:10:00,DAY,2,0
16.3958071273675,74.67845726888787,FIR,Heinous,WRONGFUL RESTRAINT/CONFINEMENT,2016-04-01 14:59:00,DAY,1,1
16.538867489798974,76.8886189256003,FIR,Heinous,SCHEDULED CASTE AND THE SCHEDULED TRIBES ,2016-04-04 23:33:00,NIGHT,0,0
13.246196706017672,77.98342996251725,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-04-08 10:55:00,MORNING,7,2
12.622899224345812,75.70722936078865,Zero FIR,Heinous,DEFAMATION,2016-04-13 15:59:00,DAY,1,1
17.059047270980102,76.16038438984232,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-04-16 10:56:00,MORNING,0,3
15.60221095092614,77.35998977027855,FIR,Non-Heinous,PUBLIC JUSTICE,2016-04-20 23:07:00,NIGHT,0,2
14.05652254256612,75.39772420119432,UDR,Non-Heinous,MISSING PERSON,2016-04-20 08:58:00,MORNING,1,4
14.10150852421269,74.61345856318421,FIR,Heinous,DEFAMATION,2016-04-25 01:25:00,NIGHT,1,1
14.428099391011546,77.59286104552454,FIR,Non-Heinous,AFFRAY,2016-04-30 03:13:00,NIGHT,1,0
13.571442191034558,76.43249738154888,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-05-02 12:33:00,DAY,0,4
15.063994516748352,77.93339922955771,PAR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-05-02 18:21:00,EVENING,0,1
12.932497048264665,76.13606641255892,FIR,Non-Heinous,SCHEDULED CASTE AND THE SCHEDULED TRIBES ,2016-05-04 09:57:00,MORNING,0,0
12.368568928747504,77.1842599388401,FIR,Heinous,SCHEDULED CASTE AND THE SCHEDULED TRIBES ,2016-05-04 15:15:00,DAY,0,4
14.69189030943716,77.12735387914603,FIR,Non-Heinous,SCHEDULED CASTE AND THE SCHEDULED TRIBES ,2016-05-04 14:24:00,DAY,0,0
17.22890479076278,75.89138904681393,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-05-04 16:27:00,DAY,0,7
15.159982063236916,76.90044808916713,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-05-05 20:10:00,EVENING,0,1
16.59976013435881,76.46829932344967,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-05-05 21:50:00,EVENING,0,3
12.63276922723294,76.31668837429679,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-05-08 19:14:00,EVENING,0,6
12.622134746284782,77.35952808555874,PAR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-05-09 23:29:00,NIGHT,0,5
11.935690748044545,75.98618406728728,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-05-09 20:29:00,EVENING,0,5
13.44745202207678,76.47450072039891,PAR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-05-11 17:02:00,DAY,0,7
14.541740881365028,75.02866484064586,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-05-18 18:00:00,EVENING,0,7
13.099661839930668,76.81725138570835,FIR,Heinous,EXPOSURE AND ABANDONMENT OF CHILD,2009-02-01 15:58:00,DAY,1,7
12.439067283401224,75.89215296198286,FIR,Non-Heinous,PUBLIC JUSTICE,2016-05-21 21:54:00,EVENING,0,0
12.318910072995502,75.68248812205726,Zero FIR,Non-Heinous,DACOITY,2016-05-23 12:47:00,DAY,0,2
16.257111252521224,75.74838202328482,FIR,Non-Heinous,DACOITY,2016-05-24 14:19:00,DAY,0,3
12.636819924243545,76.17334763326686,FIR,Non-Heinous,DACOITY,2016-05-24 11:47:00,MORNING,0,1
16.203559348903887,76.00803532077813,FIR,Non-Heinous,POCSO,2016-05-26 10:31:00,MORNING,0,0
14.933406445765804,76.91710127518698,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-06-01 12:47:00,DAY,0,6
13.219349973415405,75.94067963598195,PAR,Heinous,WRONGFUL RESTRAINT/CONFINEMENT,2016-06-05 23:25:00,NIGHT,1,1
13.073369544494676,76.45802333704894,UDR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-06-10 07:25:00,MORNING,0,1
16.161108913037285,75.48177087438295,UDR,Non-Heinous, CYBER CRIME,2016-06-11 18:44:00,EVENING,1,0
15.60084691010485,77.66488637286942,FIR,Heinous,DEFAMATION,2016-06-16 11:46:00,MORNING,1,1
15.653117508501772,74.97723309172274,FIR,Heinous,WRONGFUL RESTRAINT/CONFINEMENT,2016-06-18 07:02:00,MORNING,1,1
14.047476981956908,75.45970091743017,UDR,Non-Heinous,DACOITY,2016-02-02 00:36:00,NIGHT,0,3
16.51747247191977,75.32855267369355,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-06-22 19:48:00,EVENING,1,1
12.72742336712058,76.41113283492523,UDR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-06-24 17:50:00,DAY,0,1
14.20083244457283,77.67915511134686,PAR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-06-25 22:24:00,NIGHT,0,5
15.185482540940177,74.58271073935009,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-06-27 14:09:00,DAY,1,1
14.022680604509846,76.32055380935005,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-06-29 11:13:00,MORNING,0,1
12.24415525015123,75.79370014647994,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-06-29 15:21:00,DAY,0,1
13.940811273610992,76.17643613177623,UDR,Heinous,PUBLIC JUSTICE,2016-07-05 12:56:00,DAY,0,0
16.411379178327557,76.41673002352464,FIR,Non-Heinous,PUBLIC JUSTICE,2016-07-06 12:51:00,DAY,0,1
17.20707546026513,75.56977036991664,FIR,Non-Heinous,PUBLIC JUSTICE,2016-07-13 06:48:00,MORNING,0,0
17.060081566612556,76.8739255282729,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-07-19 11:38:00,MORNING,2,1
15.694539212655126,74.86410031669017,PAR,Non-Heinous,PUBLIC JUSTICE,2016-07-20 17:45:00,DAY,0,1
14.448172651464867,75.4609458663367,FIR,Non-Heinous,DACOITY,2016-07-24 17:05:00,DAY,0,7
17.20292016124418,76.72166459056393,FIR,Heinous,DEFAMATION,2016-07-27 19:57:00,EVENING,1,1
14.841478981397978,74.96587125062472,PAR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-08-04 13:12:00,DAY,7,1
14.755836480581792,74.99728721002643,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-08-05 05:43:00,MORNING,1,1
14.116858149647982,78.24678341554046,UDR,Heinous,DEFAMATION,2016-08-06 15:02:00,DAY,2,0
14.678687863746868,78.12690574247864,PAR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-08-07 07:09:00,MORNING,0,7
12.532500387351078,75.52675470130538,FIR,Non-Heinous,Attempting to commit offences,2016-08-03 07:09:00,MORNING,0,6
13.360993124888989,75.4550637715806,Zero FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-08-09 15:17:00,DAY,0,5
14.066850524798804,77.51187321010828,FIR,Non-Heinous,PUBLIC JUSTICE,2016-08-10 16:45:00,DAY,0,2
15.694101285038755,76.955707347819,PAR,Non-Heinous,BURGLARY - NIGHT,2016-08-11 18:17:00,EVENING,1,3
12.827143854960829,77.08397686389189,FIR,Non-Heinous,PUBLIC JUSTICE,2016-08-12 01:26:00,NIGHT,0,2
14.200824479152544,75.94451714072082,FIR,Non-Heinous,PUBLIC JUSTICE,2016-08-12 06:20:00,MORNING,0,2
16.45802661718829,75.79952823506677,UDR,Non-Heinous,DACOITY,2016-08-12 18:38:00,EVENING,0,1
12.96586355441029,75.83682024132607,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-08-13 06:46:00,MORNING,0,2
12.712203862456697,75.89871362190175,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-08-13 19:11:00,EVENING,0,2
15.717479944586646,75.78312773558979,PAR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-08-16 09:21:00,MORNING,0,2
15.316750699661595,75.21349084120159,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-08-18 19:17:00,EVENING,4,1
12.259696362378165,77.40961686657468,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-08-20 10:02:00,MORNING,2,1
15.902007751502197,76.68467568516466,FIR,Heinous, CYBER CRIME,2016-08-24 11:08:00,MORNING,0,7
15.272335073630728,74.85835284531488,Zero FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-08-25 14:05:00,DAY,2,1
12.116813499748291,75.74703930542532,FIR,Non-Heinous,CRIMINAL CONSPIRACY,2016-08-25 15:01:00,DAY,0,0
15.846267376168868,77.5168853033637,FIR,Non-Heinous,DACOITY,2016-08-01 08:19:00,MORNING,0,1
13.968565631276448,76.47297849004592,PAR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-08-28 23:39:00,NIGHT,1,1
12.774053014401735,75.08165152880423,FIR,Non-Heinous,SCHEDULED CASTE AND THE SCHEDULED TRIBES ,2016-08-28 04:05:00,NIGHT,0,4
16.35269354017935,77.07576335075821,UDR,Non-Heinous,BURGLARY - NIGHT,2016-08-29 07:50:00,MORNING,1,3
14.04019216460222,75.3347593354279,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-08-30 10:40:00,MORNING,0,5
16.05153072652471,77.34174067189929,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-08-31 04:33:00,NIGHT,0,7
14.31178417200697,78.05476046864283,PAR,Non-Heinous,DACOITY,2016-08-31 14:50:00,DAY,0,1
11.805345438589892,76.35132623802572,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-09-01 14:05:00,DAY,2,1
16.891601794624123,76.0189556967549,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-09-04 14:29:00,DAY,0,1
17.136371983592056,75.58018654495048,FIR,Heinous,DEFAMATION,2016-09-05 15:51:00,DAY,2,1
12.98852236753586,75.20892881120987,FIR,Non-Heinous,DACOITY,2016-09-07 15:07:00,DAY,0,4
15.253600877685503,77.91225792698437,FIR,Non-Heinous,DACOITY,2016-09-07 23:53:00,NIGHT,0,4
13.531741946465043,74.87274024689692,UDR,Non-Heinous,PUBLIC JUSTICE,2016-09-08 15:42:00,DAY,0,1
14.47636555947044,78.0602508418702,FIR,Non-Heinous,NEGLIGENT ACT,2016-09-16 13:46:00,DAY,0,2
16.57576639612794,76.38841718170958,Zero FIR,Heinous,DEFAMATION,2016-09-19 18:44:00,EVENING,2,1
12.71355897098006,77.53244993823834,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-09-19 09:51:00,MORNING,0,2
14.803939083340502,75.18472976816606,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-09-20 15:32:00,DAY,0,6
16.090022925859007,74.88137813228508,FIR,Non-Heinous,NEGLIGENT ACT,2016-09-20 14:12:00,DAY,0,1
14.887559675422796,74.91415331012121,PAR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-09-21 10:55:00,MORNING,3,1
17.681601890841236,76.67823467316178,PAR,Heinous,CRIMINAL INTIMIDATION,2016-09-22 11:33:00,MORNING,0,2
13.223599157090916,77.62336783584591,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-09-24 14:35:00,DAY,0,7
14.322707071655008,75.32689805748463,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-09-25 13:49:00,DAY,1,1
16.007905164020944,74.96241333280939,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-09-26 16:41:00,DAY,0,7
17.578209427246108,77.16738147209045,FIR,Heinous,PUBLIC JUSTICE,2016-10-01 00:50:00,NIGHT,0,0
14.681120522139713,75.97852894146553,UDR,Non-Heinous, CYBER CRIME,2016-10-02 09:51:00,MORNING,1,0
13.927727890208388,75.26360804318008,FIR,Non-Heinous,CRIMINAL BREACH OF TRUST,2016-10-05 15:37:00,DAY,0,0
12.028937732849757,77.14774477769053,UDR,Non-Heinous,BURGLARY - NIGHT,2016-10-08 10:49:00,MORNING,0,2
14.162936406344436,75.62909292519461,UDR,Heinous,SCHEDULED CASTE AND THE SCHEDULED TRIBES ,2016-10-09 19:17:00,EVENING,0,6
12.48580517121398,76.29404245299355,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-10-15 18:59:00,EVENING,0,1
14.02674385086935,74.90266778578247,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-10-19 00:54:00,NIGHT,0,2
16.169002387089222,74.57484657079682,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-10-19 16:10:00,DAY,0,1
13.069943400324853,77.95071749594467,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-10-19 20:17:00,EVENING,0,7
13.22480542052516,75.75810583534175,Zero FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-10-19 12:51:00,DAY,0,1
12.316249761700096,75.7447415097531,FIR,Non-Heinous,DACOITY,2016-05-10 14:40:00,DAY,0,4
16.53751814607264,76.12501198931994,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-10-22 06:18:00,MORNING,1,1
14.878345083831611,75.05340665423594,FIR,Non-Heinous, CYBER CRIME,2016-10-24 00:40:00,NIGHT,1,0
16.205123856807013,75.17495874317281,FIR,Heinous,PUBLIC JUSTICE,2016-10-25 14:12:00,DAY,0,0
17.098612760005903,76.2690956334695,FIR,Heinous,DEFAMATION,2016-10-27 13:37:00,DAY,1,0
13.63822030293236,77.45242732591899,PAR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-11-04 13:28:00,DAY,1,1
14.30488646191675,75.87437688047183,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-11-05 06:09:00,MORNING,0,1
11.9132026338264,76.21960020853787,UDR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-11-05 02:42:00,NIGHT,0,5
15.821260545227444,76.0336971662302,Zero FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-11-07 18:26:00,EVENING,0,1
17.278052924003326,76.08482432450332,PAR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-11-08 17:04:00,DAY,1,1
16.18850872911765,75.7429305664184,PAR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-11-09 21:49:00,EVENING,0,2
16.114498316938608,76.0426058897986,PAR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-11-10 11:07:00,MORNING,0,2
14.676370213532318,77.63695709553978,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-11-10 18:30:00,EVENING,0,3
15.894248786498268,77.2832549431196,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-11-11 10:38:00,MORNING,0,4
15.526931018729066,76.35153191218569,FIR,Non-Heinous,AFFRAY,2016-11-12 15:42:00,DAY,1,0
13.65826115509586,75.10221935368627,PAR,Non-Heinous,PUBLIC JUSTICE,2016-11-13 11:27:00,MORNING,0,5
15.133413816764826,75.84904759860623,FIR,Non-Heinous,PUBLIC JUSTICE,2016-11-16 12:42:00,DAY,0,2
14.792913871587356,75.59075798822231,FIR,Non-Heinous,AFFRAY,2016-11-16 06:06:00,MORNING,1,0
14.882702422248926,75.23590083188147,PAR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-11-17 21:31:00,EVENING,0,3
12.617179444253564,77.1042969695774,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-11-18 07:46:00,MORNING,0,1
12.833010315777113,75.83216032887039,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-11-20 22:46:00,NIGHT,0,1
14.260156038627276,77.18108116239387,FIR,Non-Heinous, CYBER CRIME,2016-11-21 20:14:00,EVENING,1,0
13.500188696080984,76.62736061326427,FIR,Non-Heinous,PUBLIC JUSTICE,2016-11-22 08:11:00,MORNING,0,0
16.107138253585,77.37190329417977,FIR,Non-Heinous,PUBLIC JUSTICE,2016-11-23 17:39:00,DAY,0,1
17.27653435813559,75.60833297520794,FIR,Heinous,DEFAMATION,2016-11-24 12:56:00,DAY,1,1
17.279276922726236,77.05270269569468,FIR,Non-Heinous,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),2016-11-26 08:59:00,MORNING,0,7
15.008927248753634,74.56512837413861,FIR,Heinous,DEFAMATION,2016-11-28 16:35:00,DAY,1,0
13.423116077555456,74.96908420899285,FIR,Non-Heinous,PUBLIC JUSTICE,2016-12-01 13:34:00,DAY,0,5
13.56807896122118,77.14493949023402,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-12-09 19:45:00,EVENING,0,1
14.936216130355696,77.16676498267691,FIR,Heinous,DEFAMATION,2016-12-11 08:11:00,MORNING,7,1
15.661723324359118,74.38865252630109,FIR,Heinous,DEFAMATION,2016-12-12 20:19:00,EVENING,1,1
17.225310552111942,76.94693524459657,FIR,Heinous,DEFAMATION,2016-12-19 06:51:00,MORNING,2,0
12.946846591135289,76.91562762380684,FIR,Non-Heinous,AFFRAY,2016-12-22 15:48:00,DAY,1,0
13.197798920919666,77.03557802004728,UDR,Non-Heinous,PUBLIC JUSTICE,2016-12-27 12:04:00,DAY,0,2
13.597623081627829,77.11133094488486,FIR,Non-Heinous, CYBER CRIME,2016-12-31 07:24:00,MORNING,0,3
13.884001718511346,78.25847145602006,FIR,Non-Heinous,SCHEDULED CASTE AND THE SCHEDULED TRIBES ,2016-12-31 19:28:00,EVENING,0,0
15.252242276865813,78.11318134111909,Zero FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2017-01-02 17:54:00,DAY,0,4
12.992429813665137,75.58343621110761,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2017-01-03 10:29:00,MORNING,0,5
12.037861430177465,75.97414788120751,FIR,Non-Heinous,PUBLIC JUSTICE,2017-01-07 01:36:00,NIGHT,0,0
12.134465898029834,76.62570101783741,FIR,Non-Heinous,PUBLIC JUSTICE,2017-01-07 14:19:00,DAY,0,0
13.387378737681892,76.43484044277825,FIR,Heinous,PUBLIC JUSTICE,2017-01-08 02:37:00,NIGHT,1,1
12.203628108633929,76.80342864415057,FIR,Heinous,PUBLIC JUSTICE,2017-01-08 01:17:00,NIGHT,2,1
13.618535915018697,75.48732989932584,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2017-01-09 15:14:00,DAY,0,4
14.43264926475338,75.48525808699384,UDR,Non-Heinous,DACOITY,2017-01-13 04:55:00,NIGHT,0,3
14.44094231418948,77.05666325049846,FIR,Non-Heinous,DACOITY,2017-01-13 05:07:00,MORNING,0,2
13.60374106401991,76.3496583098021,Zero FIR,Heinous,DEFAMATION,2017-01-14 14:48:00,DAY,1,0
12.611745556452494,75.07777272578366,FIR,Heinous,DEFAMATION,2017-01-17 14:24:00,DAY,4,1
14.946161988669171,77.85535742205005,PAR,Heinous,DEFAMATION,2017-01-17 14:32:00,DAY,1,1
12.874278439481444,76.65731909214803,Zero FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2017-01-17 14:40:00,DAY,0,1
13.60005524301043,75.7098443522794,UDR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2017-01-23 16:58:00,DAY,0,1
14.384869466222163,75.16929773993046,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2017-01-24 13:04:00,DAY,0,1
13.47610252829682,76.74682672005993,FIR,Heinous,EXPOSURE AND ABANDONMENT OF CHILD,2016-01-25 22:13:00,NIGHT,1,2
16.9531433503132,75.76345740958207,FIR,Non-Heinous,DACOITY,2017-01-28 04:16:00,NIGHT,0,1
16.520376986780445,77.0521897683042,Zero FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2017-01-28 14:19:00,DAY,0,1
15.07125720375344,74.72652691855352,FIR,Heinous,DEFAMATION,2017-01-28 17:02:00,DAY,2,1
14.377067685879366,77.19416108724614,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2017-01-29 12:19:00,DAY,0,2
13.343787825278678,77.21186595110436,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2017-01-29 08:54:00,MORNING,0,6
16.01677119218732,76.3340786199596,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2017-01-31 07:42:00,MORNING,0,2
16.6312328599489,76.51257347416772,Zero FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2017-01-31 20:41:00,EVENING,0,6
16.79379997018742,76.71462689515161,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2017-02-01 20:25:00,EVENING,0,1
12.31576955524398,75.94631887587158,PAR,Non-Heinous,Concealment of birth by secret disposal of Child,2017-02-01 15:19:00,DAY,0,4
14.329521435724152,75.50068109576588,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2017-02-02 17:04:00,DAY,0,2
13.769475811158603,74.95466401870726,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2017-02-04 22:16:00,NIGHT,0,1
14.69412166597559,76.85411418041866,Zero FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2017-02-04 17:16:00,DAY,0,2
12.179237692143309,75.49196454886749,FIR,Non-Heinous,BURGLARY - NIGHT,2017-02-04 21:32:00,EVENING,2,5
13.869812940892084,75.62154881819163,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2017-02-08 06:19:00,MORNING,0,6
13.49322959406302,76.51808005806843,FIR,Heinous,DEFAMATION,2017-02-10 14:08:00,DAY,1,1
13.31171350027354,77.31747545454182,FIR,Heinous,DEFAMATION,2017-02-12 12:03:00,DAY,1,1
13.417702983070232,78.18135945491154,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2017-02-12 10:35:00,MORNING,0,1
14.715288854172792,75.34949895736972,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2017-02-13 18:28:00,EVENING,0,2
